PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Adrian Peterson (TEN),RB,57,3.56,75.44,314,19.62,16,320.9,20.1
Frank Gore (FA),RB,75,5.36,69.33,229,16.36,14,278.6,19.9
LeSean McCoy (FA),RB,55,3.44,72.73,155,9.69,16,156.5,9.8
Patrick Taylor Jr. (GB),RB,0,,,0,,0,0.0,0.0
Larry Rountree III (LAC),RB,0,,,0,,0,0.0,0.0
DeeJay Dallas (SEA),RB,0,,,0,,0,0.0,0.0
Adrian Killins Jr. (DEN),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (LAC),RB,0,,,0,,0,0.0,0.0
Tony Jones Jr. (NO),RB,0,,,0,,0,0.0,0.0
Darius Anderson (IND),RB,0,,,0,,0,0.0,0.0
Salvon Ahmed (MIA),RB,0,,,0,,0,0.0,0.0
Joshua Kelley (LAC),RB,0,,,0,,0,0.0,0.0
Artavis Pierce (CHI),RB,0,,,0,,0,0.0,0.0
Sewo Olonilua (DAL),RB,0,,,0,,0,0.0,0.0
Jason Huntley (PHI),RB,0,,,0,,0,0.0,0.0
Rico Dowdle (DAL),RB,0,,,0,,0,0.0,0.0
Ty'Son Williams (BAL),RB,0,,,0,,0,0.0,0.0
James Robinson (JAC),RB,0,,,0,,0,0.0,0.0
JaMycal Hasty (SF),RB,0,,,0,,0,0.0,0.0
Antonio Gibson (WAS),RB,0,,,0,,0,0.0,0.0
Scottie Phillips (HOU),RB,0,,,0,,0,0.0,0.0
J.J. Taylor (NE),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,,,0,,0,0.0,0.0
Craig Reynolds (DET),RB,0,,,0,,0,0.0,0.0
Austin Walter (NYJ),RB,0,,,0,,0,0.0,0.0
D'Ernest Johnson (CLE),RB,0,,,0,,0,0.0,0.0
Khari Blasingame (TEN),RB,0,,,0,,0,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
Trey Sermon (SF),RB,0,,,0,,0,0.0,0.0
LeVante Bellamy (DEN),RB,0,,,0,,0,0.0,0.0
Darrynton Evans (TEN),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,,,0,,0,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Anthony McFarland Jr. (PIT),RB,0,,,0,,0,0.0,0.0
Eno Benjamin (ARI),RB,0,,,0,,0,0.0,0.0
AJ Dillon (GB),RB,0,,,0,,0,0.0,0.0
Ke'Shawn Vaughn (TB),RB,0,,,0,,0,0.0,0.0
La'Mical Perine (NYJ),RB,0,,,0,,0,0.0,0.0
Clyde Edwards-Helaire (KC),RB,0,,,0,,0,0.0,0.0
Kylin Hill (GB),RB,0,,,0,,0,0.0,0.0
Najee Harris (PIT),RB,0,,,0,,0,0.0,0.0
Cam Akers (LAR),RB,0,,,0,,0,0.0,0.0
Zack Moss (BUF),RB,0,,,0,,0,0.0,0.0
J.K. Dobbins (BAL),RB,0,,,0,,0,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
Jonathan Taylor (IND),RB,0,,,0,,0,0.0,0.0
D'Andre Swift (DET),RB,0,,,0,,0,0.0,0.0
Malcolm Perry (NE),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,,,0,,0,0.0,0.0
Trey Ragas (LV),RB,0,,,0,,0,0.0,0.0
Jaret Patterson (WAS),RB,0,,,0,,0,0.0,0.0
Cameron Scarlett (SEA),RB,0,,,0,,0,0.0,0.0
Nathan Cottrell (JAC),RB,0,,,0,,0,0.0,0.0
Jonathan Ward (ARI),RB,0,,,0,,0,0.0,0.0
Mikey Daniel (CAR),RB,0,,,0,,0,0.0,0.0
Jake Bargas (MIN),RB,0,,,0,,0,0.0,0.0
Reggie Gilliam (BUF),RB,0,,,0,,0,0.0,0.0
Antonio Williams (BUF),RB,0,,,0,,0,0.0,0.0
Chuba Hubbard (CAR),RB,0,,,0,,0,0.0,0.0
Giovanni Ricci (CAR),RB,0,,,0,,0,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Gabe Nabers (LAC),RB,0,,,0,,0,0.0,0.0
