PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Devonta Freeman (BAL),RB,97,6.47,75.26,265,17.67,15,316.9,21.1
Adrian Peterson (TEN),RB,36,2.25,83.33,327,20.44,16,260.7,16.3
Danny Woodhead (FA),RB,106,6.62,75.47,98,6.12,16,244.1,15.3
DeAngelo Williams (FA),RB,47,2.94,85.11,200,12.5,16,233.4,14.6
Doug Martin (FA),RB,44,2.75,75.0,288,18.0,16,232.3,14.5
Lamar Miller (NO),RB,57,3.56,82.46,194,12.12,16,231.9,14.5
Matt Forte (FA),RB,58,4.46,75.86,218,16.77,13,214.7,16.5
David Johnson (HOU),RB,57,3.56,63.16,125,7.81,16,209.8,13.1
Todd Gurley II (FA),RB,26,2.0,80.77,229,17.62,13,208.6,16.0
Mark Ingram II (NO),RB,60,5.0,83.33,166,13.83,12,203.4,17.0
Latavius Murray (BAL),RB,53,3.31,77.36,266,16.62,16,202.8,12.7
Chris Ivory (FA),RB,37,2.47,81.08,247,16.47,15,202.7,13.5
Darren McFadden (FA),RB,53,3.31,75.47,239,14.94,16,195.7,12.2
Frank Gore (FA),RB,58,3.62,58.62,260,16.25,16,193.4,12.1
DeMarco Murray (FA),RB,55,3.67,80.0,193,12.87,15,184.1,12.3
Giovani Bernard (TB),RB,66,4.12,74.24,154,9.62,16,181.2,11.3
Charles Sims (FA),RB,70,4.38,72.86,107,6.69,16,180.0,11.3
Theo Riddick (LV),RB,99,6.19,80.81,43,2.69,16,179.0,11.2
LeSean McCoy (FA),RB,50,4.17,64.0,203,16.92,12,178.7,14.9
Jeremy Hill (FA),RB,19,1.19,78.95,223,13.94,16,170.3,10.6
James Starks (FA),RB,53,3.31,81.13,148,9.25,16,166.3,10.4
Rashad Jennings (FA),RB,40,2.5,72.5,195,12.19,16,164.9,10.3
Duke Johnson Jr. (MIA),RB,74,4.62,82.43,104,6.5,16,164.3,10.3
Jonathan Stewart (FA),RB,21,1.62,76.19,242,18.62,13,162.8,12.5
Ronnie Hillman (FA),RB,35,2.19,68.57,207,12.94,16,161.4,10.1
Shane Vereen (FA),RB,81,5.06,72.84,61,3.81,16,158.5,9.9
T.J. Yeldon (FA),RB,46,3.83,78.26,182,15.17,12,155.9,13.0
Darren Sproles (FA),RB,83,5.19,66.27,83,5.19,16,149.5,9.3
Jeremy Langford (FA),RB,42,2.62,52.38,148,9.25,16,147.6,9.2
Javorius Allen (FA),RB,62,3.88,72.58,137,8.56,16,145.9,9.1
C.J. Anderson (FA),RB,36,2.4,69.44,152,10.13,15,141.3,9.4
Eddie Lacy (FA),RB,28,1.87,71.43,187,12.47,15,140.6,9.4
Isaiah Crowell (FA),RB,22,1.38,86.36,185,11.56,16,137.8,8.6
Bilal Powell (FA),RB,63,5.73,74.6,70,6.36,11,135.1,12.3
Charcandrick West (FA),RB,34,2.27,58.82,160,10.67,15,132.8,8.9
Thomas Rawls (FA),RB,11,0.85,81.82,147,11.31,13,127.6,9.8
Ryan Mathews (FA),RB,28,2.15,71.43,106,8.15,13,124.5,9.6
Karlos Williams (FA),RB,14,1.27,78.57,93,8.45,11,124.3,11.3
LeGarrette Blount (FA),RB,7,0.58,85.71,165,13.75,12,122.6,10.2
James White (NE),RB,54,3.86,74.07,22,1.57,14,122.6,8.8
Justin Forsett (FA),RB,41,4.1,75.61,151,15.1,10,122.4,12.2
Dion Lewis (FA),RB,50,7.14,72.0,49,7.0,7,120.2,17.2
Ameer Abdullah (CAR),RB,38,2.38,65.79,143,8.94,16,117.1,7.3
Matt Jones (FA),RB,25,1.92,76.0,144,11.08,13,114.4,8.8
Antonio Andrews (FA),RB,29,2.07,72.41,143,10.21,14,112.0,8.0
Alfred Blue (FA),RB,16,1.0,93.75,183,11.44,16,111.7,7.0
Le'Veon Bell (BAL),RB,26,4.33,92.31,113,18.83,6,111.2,18.5
Melvin Gordon III (DEN),RB,37,2.64,89.19,184,13.14,14,108.3,7.7
Chris Johnson (FA),RB,13,1.18,46.15,196,17.82,11,107.2,9.7
Joique Bell (FA),RB,27,2.08,81.48,90,6.92,13,105.7,8.1
Jamaal Charles (FA),RB,30,6.0,70.0,71,14.2,5,101.1,20.2
Kyle Juszczyk (SF),RB,56,3.5,73.21,2,0.12,16,97.4,6.1
Alfred Morris (NYG),RB,13,0.81,76.92,202,12.62,16,96.6,6.0
Chris Thompson (FA),RB,48,3.69,72.92,35,2.69,13,92.6,7.1
Tim Hightower (FA),RB,13,1.62,92.31,96,12.0,8,86.4,10.8
Jonathan Grimes (FA),RB,31,2.21,83.87,56,4.0,14,85.5,6.1
Jerick McKinnon (KC),RB,29,1.81,72.41,52,3.25,16,83.4,5.2
Mike Tolbert (FA),RB,23,1.44,78.26,62,3.88,16,83.0,5.2
Spencer Ware (FA),RB,6,0.55,100.0,72,6.55,11,82.8,7.5
Marshawn Lynch (FA),RB,21,3.0,61.9,111,15.86,7,82.7,11.8
Carlos Hyde (JAC),RB,15,2.14,73.33,115,16.43,7,81.3,11.6
C.J. Spiller (FA),RB,44,3.38,77.27,36,2.77,13,81.1,6.2
Marcel Reece (FA),RB,37,2.47,81.08,10,0.67,15,78.5,5.2
Shaun Draughn (FA),RB,35,3.18,77.14,78,7.09,11,77.9,7.1
Fred Jackson (FA),RB,41,2.56,78.05,26,1.62,16,77.7,4.9
Arian Foster (FA),RB,28,7.0,78.57,63,15.75,4,77.0,19.3
Andre Ellington (FA),RB,24,2.4,62.5,45,4.5,10,74.7,7.5
Joseph Randle (FA),RB,10,1.67,100.0,76,12.67,6,74.0,12.3
Chris Polk (FA),RB,28,1.87,57.14,99,6.6,15,72.3,4.8
Khiry Robinson (FA),RB,20,2.5,85.0,56,7.0,8,70.5,8.8
Brandon Bolden (NE),RB,30,2.0,63.33,63,4.2,15,69.7,4.6
Denard Robinson (FA),RB,30,2.31,70.0,67,5.15,13,66.8,5.1
Benny Cunningham Jr. (FA),RB,36,2.25,72.22,37,2.31,16,65.0,4.1
Bishop Sankey (FA),RB,22,1.69,63.64,47,3.62,13,57.2,4.4
Mike Gillislee (FA),RB,7,1.4,85.71,47,9.4,5,51.6,10.3
Tre Mason (FA),RB,21,1.62,85.71,75,5.77,13,51.5,4.0
Lance Dunbar (FA),RB,23,5.75,91.3,5,1.25,4,49.2,12.3
Donald Brown (FA),RB,13,1.3,61.54,59,5.9,10,45.7,4.6
Travaris Cadet (FA),RB,22,3.14,77.27,11,1.57,7,45.2,6.5
Damien Williams (CHI),RB,28,1.75,75.0,16,1.0,16,45.1,2.8
Matt Asiata (FA),RB,22,1.38,86.36,29,1.81,16,43.4,2.7
Ahmad Bradshaw (FA),RB,14,2.33,71.43,31,5.17,6,42.9,7.2
Jay Ajayi (FA),RB,11,1.22,63.64,49,5.44,9,42.7,4.7
Tevin Coleman (NYJ),RB,11,0.92,18.18,87,7.25,12,42.6,3.6
Ka'Deem Carey (FA),RB,3,0.27,100.0,43,3.91,11,36.8,3.3
Patrick DiMarco (FA),RB,17,1.06,76.47,1,0.06,16,36.0,2.3
DuJuan Harris (FA),RB,14,3.5,64.29,48,12.0,4,35.6,8.9
Andre Williams (FA),RB,3,0.19,33.33,88,5.5,16,35.4,2.2
Fozzy Whittaker (FA),RB,15,1.0,80.0,25,1.67,15,35.2,2.3
Robert Turbin (FA),RB,10,1.0,70.0,50,5.0,10,35.2,3.5
Cameron Artis-Payne (FA),RB,5,0.71,100.0,45,6.43,7,35.1,5.0
Branden Oliver (FA),RB,15,1.88,86.67,31,3.88,8,35.0,4.4
Zach Line (FA),RB,9,0.56,66.67,6,0.38,16,34.5,2.2
Jamize Olawale (DAL),RB,11,0.79,81.82,24,1.71,14,34.4,2.5
Jonas Gray (FA),RB,8,1.0,87.5,45,5.62,8,32.2,4.0
Terron Ward (FA),RB,13,1.0,69.23,29,2.23,13,31.8,2.4
Bruce Miller (FA),RB,14,0.88,71.43,6,0.38,16,30.9,1.9
Zac Stacy (FA),RB,12,1.5,75.0,31,3.88,8,30.4,3.8
Christine Michael (FA),RB,6,0.75,50.0,54,6.75,8,28.9,3.6
