PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Sutton Smith (LV),RB,0,,,0,,0,0.0,0.0
Devine Ozigbo (JAC),RB,0,,,0,,0,0.0,0.0
Khari Blasingame (TEN),RB,0,,,0,,0,0.0,0.0
D'Andre Swift (DET),RB,0,,,0,,0,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
D'Ernest Johnson (CLE),RB,0,,,0,,0,0.0,0.0
Craig Reynolds (DET),RB,0,,,0,,0,0.0,0.0
Austin Walter (NYJ),RB,0,,,0,,0,0.0,0.0
Darrynton Evans (TEN),RB,0,,,0,,0,0.0,0.0
Elijah Mitchell (SF),RB,0,,,0,,0,0.0,0.0
Chris Evans (CIN),RB,0,,,0,,0,0.0,0.0
Khalil Herbert (CHI),RB,0,,,0,,0,0.0,0.0
Javian Hawkins (TEN),RB,0,,,0,,0,0.0,0.0
Javonte Williams (DEN),RB,0,,,0,,0,0.0,0.0
Michael Carter (NYJ),RB,0,,,0,,0,0.0,0.0
Rhamondre Stevenson (NE),RB,0,,,0,,0,0.0,0.0
Jake Funk (LAR),RB,0,,,0,,0,0.0,0.0
Kenneth Gainwell (PHI),RB,0,,,0,,0,0.0,0.0
Gary Brightwell (NYG),RB,0,,,0,,0,0.0,0.0
Gerrid Doaks (MIA),RB,0,,,0,,0,0.0,0.0
Mason Stokke (CAR),RB,0,,,0,,0,0.0,0.0
Spencer Brown (CAR),RB,0,,,0,,0,0.0,0.0
Kene Nwangwu (MIN),RB,0,,,0,,0,0.0,0.0
Tory Carter (TEN),RB,0,,,0,,0,0.0,0.0
JaQuan Hardy (DAL),RB,0,,,0,,0,0.0,0.0
Nate McCrary (BAL),RB,0,,,0,,0,0.0,0.0
Josh Johnson (SEA),RB,0,,,0,,0,0.0,0.0
Tre Harbison (CLE),RB,0,,,0,,0,0.0,0.0
A.J. Rose Jr. (MIN),RB,0,,,0,,0,0.0,0.0
Gus Edwards (BAL),RB,0,,,0,,0,0.0,0.0
Jordan Todman (FA),RB,0,0.0,,0,0.0,14,0.0,0.0
Isaac Odim (LAC),RB,0,,,0,,0,0.0,0.0
Chad Spann (HOU),RB,0,,,0,,0,0.0,0.0
Jay Finley (CIN),RB,0,,,0,,0,0.0,0.0
Shane Bannon (KC),RB,0,,,0,,0,0.0,0.0
Nick Bellore (SEA),RB,1,0.08,100.0,0,0.0,13,0.0,0.0
C.J. Spiller (FA),RB,2,2.0,0.0,2,2.0,1,0.0,0.0
Xavier Omon (SF),RB,0,,,0,,0,0.0,0.0
Andre Anderson (BUF),RB,0,,,0,,0,0.0,0.0
Garrett Mills (NE),RB,0,,,0,,0,0.0,0.0
Cordarrelle Patterson (ATL),RB,42,2.62,73.81,13,0.81,16,0.0,0.0
Buddy Howell (LAR),RB,0,,,0,,0,0.0,0.0
Javarris Williams (HOU),RB,0,,,0,,0,0.0,0.0
Dantrell Savage (CAR),RB,0,,,0,,0,0.0,0.0
Anthony Alridge (WAS),RB,0,,,0,,0,0.0,0.0
Chad Simpson (WAS),RB,0,,,0,,0,0.0,0.0
Kenny Irons (CIN),RB,0,,,0,,0,0.0,0.0
Samkon Gado (TEN),RB,0,,,0,,0,0.0,0.0
Mike Bell (BUF),RB,0,,,0,,0,0.0,0.0
Matt Lawrence (BAL),RB,0,,,0,,0,0.0,0.0
Marcus Mason (LAC),RB,0,,,0,,0,0.0,0.0
Marcus Mailei (NO),RB,0,,,0,,0,0.0,0.0
Madison Hedgecock (NYG),RB,0,,,0,,0,0.0,0.0
J.P. Holtz (CHI),RB,0,,,0,,0,0.0,0.0
Khalfani Muhammad (ARI),RB,0,,,0,,0,0.0,0.0
Marquez Williams (FA),RB,1,1.0,0.0,0,0.0,1,0.0,0.0
Elijah Hood (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Jeremy McNichols (TEN),RB,0,0.0,,0,0.0,2,0.0,0.0
Tani Tupou (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Brandin Bryant (BUF),RB,0,,,0,,0,0.0,0.0
Lawrence Thomas (FA),RB,7,0.5,85.71,2,0.14,14,0.0,0.0
Daniel Lasco (FA),RB,0,0.0,,0,0.0,3,0.0,0.0
Darius Jackson (HOU),RB,0,,,0,,0,0.0,0.0
Justin Jackson (LAC),RB,0,,,0,,0,0.0,0.0
Bo Scarbrough (LV),RB,0,,,0,,0,0.0,0.0
Nyheim Hines (IND),RB,0,,,0,,0,0.0,0.0
Jaylen Samuels (HOU),RB,0,,,0,,0,0.0,0.0
Myles Gaskin (MIA),RB,0,,,0,,0,0.0,0.0
Kalen Ballage (PIT),RB,0,,,0,,0,0.0,0.0
Josh Adams (NO),RB,0,,,0,,0,0.0,0.0
Nick Chubb (CLE),RB,0,,,0,,0,0.0,0.0
John Kelly (CLE),RB,0,,,0,,0,0.0,0.0
Rashaad Penny (SEA),RB,0,,,0,,0,0.0,0.0
Ronald Jones II (TB),RB,0,,,0,,0,0.0,0.0
Phillip Lindsay (HOU),RB,0,,,0,,0,0.0,0.0
Boston Scott (PHI),RB,0,,,0,,0,0.0,0.0
Nick Bawden (NYJ),RB,0,,,0,,0,0.0,0.0
Trenton Cannon (SF),RB,0,,,0,,0,0.0,0.0
Darrel Williams (KC),RB,0,,,0,,0,0.0,0.0
Jordan Wilkins (JAC),RB,0,,,0,,0,0.0,0.0
Sony Michel (LAR),RB,0,,,0,,0,0.0,0.0
Chase Edmonds (ARI),RB,0,,,0,,0,0.0,0.0
Jason Cabinda (DET),RB,0,,,0,,0,0.0,0.0
Godwin Igwebuike (DET),RB,0,,,0,,0,0.0,0.0
Royce Freeman (HOU),RB,0,,,0,,0,0.0,0.0
Alex Armah Jr. (NO),RB,0,0.0,,0,0.0,9,0.0,0.0
Dare Ogunbowale (JAC),RB,0,0.0,,0,0.0,2,0.0,0.0
Taquan Mizzell (NYG),RB,0,0.0,,0,0.0,3,0.0,0.0
Jarveon Williams (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Saquon Barkley (NYG),RB,0,,,0,,0,0.0,0.0
Patrick Ricard (BAL),RB,4,0.25,100.0,0,0.0,16,0.0,0.0
Shane Smith (FA),RB,0,0.0,,0,0.0,11,0.0,0.0
Tim Flanders (NO),RB,0,,,0,,0,0.0,0.0
Willie Carter (CHI),RB,0,,,0,,0,0.0,0.0
Carlin Isles (DET),RB,0,,,0,,0,0.0,0.0
Joe Banyard (FA),RB,0,0.0,,0,0.0,3,0.0,0.0
Terrence Magee (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Brennan Clay (DEN),RB,0,,,0,,0,0.0,0.0
Bronson Hill (FA),RB,0,0.0,,1,0.5,2,-0.2,-0.1
Darren McFadden (FA),RB,0,0.0,,1,1.0,1,-0.2,-0.2
