PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Le'Veon Bell (BAL),RB,105,6.56,79.05,290,18.12,16,370.5,23.2
Lamar Miller (NO),RB,52,3.25,73.08,216,13.5,16,223.4,14.0
LeSean McCoy (FA),RB,37,2.31,75.68,312,19.5,16,199.4,12.5
Mark Ingram II (NO),RB,36,2.77,80.56,226,17.38,13,191.9,14.8
Giovani Bernard (TB),RB,59,4.54,72.88,168,12.92,13,187.9,14.5
Alfred Morris (NYG),RB,26,1.62,65.38,265,16.56,16,187.9,11.7
Frank Gore (FA),RB,19,1.19,57.89,255,15.94,16,158.7,9.9
Theo Riddick (LV),RB,50,3.57,68.0,20,1.43,14,94.7,6.8
Jerick McKinnon (KC),RB,41,3.73,65.85,113,10.27,11,94.3,8.6
Cordarrelle Patterson (ATL),RB,67,4.19,49.25,10,0.62,16,93.1,5.8
Devonta Freeman (BAL),RB,37,2.31,81.08,65,4.06,16,87.3,5.5
Carlos Hyde (JAC),RB,16,1.14,75.0,83,5.93,14,74.1,5.3
Damien Williams (CHI),RB,27,1.69,77.78,36,2.25,16,57.9,3.6
Kyle Juszczyk (SF),RB,27,1.69,70.37,0,0.0,16,39.2,2.5
Anthony Sherman (FA),RB,14,0.88,71.43,2,0.12,16,23.9,1.5
Patrick DiMarco (FA),RB,14,0.88,64.29,0,0.0,16,21.2,1.3
Rex Burkhead (HOU),RB,10,1.11,70.0,9,1.0,9,20.6,2.3
Brandon Bolden (NE),RB,6,0.38,33.33,28,1.75,16,17.7,1.1
Chris Thompson (FA),RB,7,3.5,85.71,3,1.5,2,15.9,8.0
Adrian Peterson (TEN),RB,3,3.0,66.67,21,21.0,1,11.3,11.3
James White (NE),RB,5,1.67,100.0,9,3.0,3,11.1,3.7
Senorise Perry (FA),RB,1,0.06,100.0,0,0.0,16,0.9,0.1
Scottie Phillips (HOU),RB,0,,,0,,0,0.0,0.0
Patrick Taylor Jr. (GB),RB,0,,,0,,0,0.0,0.0
Artavis Pierce (CHI),RB,0,,,0,,0,0.0,0.0
Larry Rountree III (LAC),RB,0,,,0,,0,0.0,0.0
DeeJay Dallas (SEA),RB,0,,,0,,0,0.0,0.0
Adrian Killins Jr. (DEN),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (LAC),RB,0,,,0,,0,0.0,0.0
Sewo Olonilua (DAL),RB,0,,,0,,0,0.0,0.0
Malcolm Perry (NE),RB,0,,,0,,0,0.0,0.0
Antonio Gibson (WAS),RB,0,,,0,,0,0.0,0.0
Jason Huntley (PHI),RB,0,,,0,,0,0.0,0.0
Rico Dowdle (DAL),RB,0,,,0,,0,0.0,0.0
Ty'Son Williams (BAL),RB,0,,,0,,0,0.0,0.0
James Robinson (JAC),RB,0,,,0,,0,0.0,0.0
JaMycal Hasty (SF),RB,0,,,0,,0,0.0,0.0
Tony Jones Jr. (NO),RB,0,,,0,,0,0.0,0.0
Giovanni Ricci (CAR),RB,0,,,0,,0,0.0,0.0
D'Andre Swift (DET),RB,0,,,0,,0,0.0,0.0
Kylin Hill (GB),RB,0,,,0,,0,0.0,0.0
Najee Harris (PIT),RB,0,,,0,,0,0.0,0.0
Cam Akers (LAR),RB,0,,,0,,0,0.0,0.0
Zack Moss (BUF),RB,0,,,0,,0,0.0,0.0
J.K. Dobbins (BAL),RB,0,,,0,,0,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
Jonathan Taylor (IND),RB,0,,,0,,0,0.0,0.0
La'Mical Perine (NYJ),RB,0,,,0,,0,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
D'Ernest Johnson (CLE),RB,0,,,0,,0,0.0,0.0
Craig Reynolds (DET),RB,0,,,0,,0,0.0,0.0
Clyde Edwards-Helaire (KC),RB,0,,,0,,0,0.0,0.0
LeVante Bellamy (DEN),RB,0,,,0,,0,0.0,0.0
Darius Anderson (IND),RB,0,,,0,,0,0.0,0.0
Salvon Ahmed (MIA),RB,0,,,0,,0,0.0,0.0
Joshua Kelley (LAC),RB,0,,,0,,0,0.0,0.0
J.J. Taylor (NE),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,,,0,,0,0.0,0.0
Ke'Shawn Vaughn (TB),RB,0,,,0,,0,0.0,0.0
Trey Sermon (SF),RB,0,,,0,,0,0.0,0.0
Darrynton Evans (TEN),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,,,0,,0,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Anthony McFarland Jr. (PIT),RB,0,,,0,,0,0.0,0.0
Eno Benjamin (ARI),RB,0,,,0,,0,0.0,0.0
AJ Dillon (GB),RB,0,,,0,,0,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Antonio Williams (BUF),RB,0,,,0,,0,0.0,0.0
Chuba Hubbard (CAR),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,,,0,,0,0.0,0.0
Trey Ragas (LV),RB,0,,,0,,0,0.0,0.0
Jaret Patterson (WAS),RB,0,,,0,,0,0.0,0.0
Mekhi Sargent (LAR),RB,0,,,0,,0,0.0,0.0
Josh Hokit (SF),RB,0,,,0,,0,0.0,0.0
Jake Bargas (MIN),RB,0,,,0,,0,0.0,0.0
Gabe Nabers (LAC),RB,0,,,0,,0,0.0,0.0
Nathan Cottrell (JAC),RB,0,,,0,,0,0.0,0.0
Jonathan Ward (ARI),RB,0,,,0,,0,0.0,0.0
Cameron Scarlett (SEA),RB,0,,,0,,0,0.0,0.0
Reggie Gilliam (BUF),RB,0,,,0,,0,0.0,0.0
Jermar Jefferson (DET),RB,0,,,0,,0,0.0,0.0
Demetric Felton (CLE),RB,0,,,0,,0,0.0,0.0
Pooka Williams Jr. (CIN),RB,0,,,0,,0,0.0,0.0
Deon Jackson (IND),RB,0,,,0,,0,0.0,0.0
Mikey Daniel (CAR),RB,0,,,0,,0,0.0,0.0
Darrel Williams (KC),RB,0,,,0,,0,0.0,0.0
Buddy Howell (LAR),RB,0,,,0,,0,0.0,0.0
Boston Scott (PHI),RB,0,,,0,,0,0.0,0.0
Nick Bawden (NYJ),RB,0,,,0,,0,0.0,0.0
Trenton Cannon (SF),RB,0,,,0,,0,0.0,0.0
Phillip Lindsay (HOU),RB,0,,,0,,0,0.0,0.0
Gus Edwards (BAL),RB,0,,,0,,0,0.0,0.0
Jordan Wilkins (JAC),RB,0,,,0,,0,0.0,0.0
Chase Edmonds (ARI),RB,0,,,0,,0,0.0,0.0
Jason Cabinda (DET),RB,0,,,0,,0,0.0,0.0
Godwin Igwebuike (DET),RB,0,,,0,,0,0.0,0.0
Rashaad Penny (SEA),RB,0,,,0,,0,0.0,0.0
Reggie Bonnafon (CAR),RB,0,,,0,,0,0.0,0.0
Donnie Ernsberger (TEN),RB,0,,,0,,0,0.0,0.0
Mike Boone (DEN),RB,0,,,0,,0,0.0,0.0
Ryan Nall (CHI),RB,0,,,0,,0,0.0,0.0
Sony Michel (LAR),RB,0,,,0,,0,0.0,0.0
Patrick Ricard (BAL),RB,0,,,0,,0,0.0,0.0
Matt Breida (BUF),RB,0,,,0,,0,0.0,0.0
Trey Edmunds (PIT),RB,0,,,0,,0,0.0,0.0
John Kelly (CLE),RB,0,,,0,,0,0.0,0.0
Justin Jackson (LAC),RB,0,,,0,,0,0.0,0.0
Bo Scarbrough (LV),RB,0,,,0,,0,0.0,0.0
Nyheim Hines (IND),RB,0,,,0,,0,0.0,0.0
