PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Derrick Henry (TEN),RB,15,1.0,86.67,110,7.33,15,105.7,7.0
C.J. Anderson (FA),RB,24,3.43,66.67,110,15.71,7,102.5,14.6
Kenneth Dixon (FA),RB,41,3.42,73.17,88,7.33,12,102.4,8.5
DeAngelo Williams (FA),RB,27,3.0,66.67,98,10.89,9,100.1,11.1
Chris Ivory (FA),RB,28,2.55,71.43,117,10.64,11,94.5,8.6
Charcandrick West (FA),RB,34,2.27,82.35,88,5.87,15,94.1,6.3
Travaris Cadet (FA),RB,54,3.6,74.07,4,0.27,15,94.0,6.3
Damien Williams (CHI),RB,32,2.13,71.88,35,2.33,15,93.4,6.2
Zach Zenner (FA),RB,23,1.64,78.26,88,6.29,14,93.0,6.6
Jacquizz Rodgers (FA),RB,16,1.6,81.25,129,12.9,10,90.8,9.1
Doug Martin (FA),RB,16,2.0,87.5,144,18.0,8,85.5,10.7
DeAndre Washington (FA),RB,23,1.64,73.91,87,6.21,14,85.2,6.1
Paul Perkins (FA),RB,24,1.71,62.5,112,8.0,14,76.8,5.5
Rex Burkhead (HOU),RB,20,1.25,85.0,74,4.62,16,75.9,4.7
Thomas Rawls (FA),RB,17,1.89,76.47,109,12.11,9,75.5,8.4
Matt Jones (FA),RB,8,1.14,100.0,99,14.14,7,75.3,10.8
Kyle Juszczyk (SF),RB,49,3.06,75.51,5,0.31,16,73.8,4.6
Jeremy Langford (FA),RB,27,2.25,70.37,62,5.17,12,73.2,6.1
Fozzy Whittaker (FA),RB,33,2.06,75.76,57,3.56,16,72.1,4.5
Charles Sims (FA),RB,32,4.57,75.0,51,7.29,7,67.9,9.7
Justin Forsett (FA),RB,27,3.0,74.07,87,9.67,9,62.6,7.0
Alfred Blue (FA),RB,16,1.14,75.0,100,7.14,14,62.0,4.4
C.J. Prosise (FA),RB,19,3.17,89.47,30,5.0,6,61.0,10.2
James Starks (FA),RB,25,2.78,76.0,63,7.0,9,58.9,6.5
Jamize Olawale (DAL),RB,14,0.88,85.71,17,1.06,16,57.4,3.6
John Kuhn (FA),RB,20,1.25,80.0,18,1.12,16,56.7,3.5
Dion Lewis (FA),RB,24,3.43,70.83,64,9.14,7,54.7,7.8
Dwayne Washington (NO),RB,15,1.25,66.67,90,7.5,12,48.7,4.1
Wendell Smallwood (WAS),RB,13,1.0,46.15,77,5.92,13,46.7,3.6
Aaron Ripkowski (FA),RB,10,0.62,90.0,34,2.12,16,46.6,2.9
Kenyan Drake (LV),RB,10,0.62,90.0,33,2.06,16,43.5,2.7
Eddie Lacy (FA),RB,7,1.4,57.14,71,14.2,5,42.8,8.6
Alfred Morris (NYG),RB,6,0.43,50.0,69,4.93,14,40.4,2.9
Bobby Rainey (FA),RB,25,1.67,80.0,17,1.13,15,39.6,2.6
Shane Vereen (FA),RB,19,3.8,57.89,33,6.6,5,38.2,7.6
Lance Dunbar (FA),RB,24,1.85,66.67,9,0.69,13,37.3,2.9
Kenneth Farrow (FA),RB,16,1.23,81.25,60,4.62,13,37.2,2.9
Peyton Barber (LV),RB,6,0.4,83.33,55,3.67,15,36.1,2.4
Alex Collins (SEA),RB,11,1.0,100.0,31,2.82,11,35.9,3.3
Corey Grant (FA),RB,7,0.64,57.14,32,2.91,11,35.9,3.3
Josh Ferguson (FA),RB,25,1.56,80.0,15,0.94,16,35.6,2.2
DuJuan Harris (FA),RB,9,0.9,88.89,38,3.8,10,35.3,3.5
Benny Cunningham Jr. (FA),RB,21,1.91,76.19,21,1.91,11,35.2,3.2
Mike Tolbert (FA),RB,15,0.94,66.67,35,2.19,16,34.6,2.2
Kenjon Barner (FA),RB,11,0.85,45.45,27,2.08,13,34.1,2.6
Jonathan Grimes (FA),RB,18,1.8,72.22,23,2.3,10,32.9,3.3
Andre Ellington (FA),RB,19,1.19,63.16,34,2.12,16,30.1,1.9
Ronnie Hillman (FA),RB,15,1.88,46.67,41,5.12,8,29.4,3.7
Kerwynn Williams (FA),RB,2,0.2,50.0,18,1.8,10,29.3,2.9
Cameron Artis-Payne (FA),RB,1,0.33,100.0,36,12.0,3,28.5,9.5
Kapri Bibbs (FA),RB,4,0.33,50.0,29,2.42,12,28.4,2.4
Danny Woodhead (FA),RB,8,4.0,75.0,19,9.5,2,27.1,13.6
Ameer Abdullah (CAR),RB,5,2.5,100.0,18,9.0,2,26.8,13.4
Orleans Darkwa (FA),RB,4,0.4,50.0,30,3.0,10,26.3,2.6
Reggie Bush (FA),RB,10,0.77,70.0,12,0.92,13,23.7,1.8
Ka'Deem Carey (FA),RB,7,0.58,71.43,32,2.67,12,23.1,1.9
Denard Robinson (FA),RB,5,0.38,60.0,41,3.15,13,19.6,1.5
Arian Foster (FA),RB,10,2.5,60.0,22,5.5,4,19.3,4.8
C.J. Spiller (FA),RB,13,2.17,46.15,6,1.0,6,18.8,3.1
Andy Janovich (CLE),RB,7,0.64,71.43,4,0.36,11,18.7,1.7
Patrick DiMarco (FA),RB,10,0.62,70.0,0,0.0,16,18.2,1.1
Terron Ward (FA),RB,2,0.4,50.0,31,6.2,5,17.2,3.4
Akeem Hunt (FA),RB,4,0.5,75.0,20,2.5,8,16.8,2.1
Antone Smith (FA),RB,9,3.0,66.67,10,3.33,3,16.4,5.5
Chris Johnson (FA),RB,1,0.25,0.0,25,6.25,4,15.5,3.9
Mack Brown (FA),RB,1,0.11,100.0,8,0.89,9,15.0,1.7
Mike Davis (ATL),RB,5,0.62,60.0,19,2.38,8,14.5,1.8
Marcel Reece (FA),RB,5,1.25,100.0,2,0.5,4,14.2,3.6
Jamaal Charles (FA),RB,3,1.0,66.67,12,4.0,3,13.4,4.5
Darren McFadden (FA),RB,5,1.67,60.0,24,8.0,3,13.4,4.5
Jerome Felton (FA),RB,9,0.6,66.67,8,0.53,15,13.0,0.9
Derek Watt (PIT),RB,4,0.25,100.0,2,0.12,16,12.7,0.8
Jonathan Williams (FA),RB,2,0.18,50.0,27,2.45,11,12.4,1.1
Fitzgerald Toussaint (FA),RB,3,0.19,100.0,14,0.88,16,12.1,0.8
Dexter McCluster (FA),RB,11,1.83,63.64,3,0.5,6,10.8,1.8
Terrell Watson (FA),RB,1,1.0,100.0,9,9.0,1,10.3,10.3
Knile Davis (FA),RB,7,0.64,71.43,18,1.64,11,10.3,0.9
Malcolm Brown (MIA),RB,3,0.18,100.0,18,1.06,17,9.5,0.6
George Atkinson III (FA),RB,0,0.0,,7,0.44,16,9.4,0.6
Adrian Peterson (TEN),RB,6,2.0,50.0,37,12.33,3,9.0,3.0
Andre Williams (FA),RB,2,2.0,0.0,18,18.0,1,8.7,8.7
Juwan Thompson (FA),RB,1,0.12,0.0,8,1.0,8,8.6,1.1
Mike James (FA),RB,4,1.0,100.0,4,1.0,4,8.1,2.0
Javorius Allen (FA),RB,4,0.5,75.0,9,1.12,8,7.9,1.0
Malcolm Johnson (FA),RB,7,1.0,71.43,1,0.14,7,7.6,1.1
Taiwan Jones (BUF),RB,4,0.31,100.0,1,0.08,13,7.5,0.6
Danny Vitale (FA),RB,5,0.56,80.0,0,0.0,9,6.7,0.7
Brandon Wilds (FA),RB,2,0.5,100.0,10,2.5,4,6.7,1.7
Daniel Lasco (FA),RB,4,0.57,50.0,11,1.57,7,6.3,0.9
Troymaine Pope (FA),RB,2,0.5,50.0,12,3.0,4,5.9,1.5
Jordan Todman (FA),RB,1,0.06,0.0,9,0.56,16,5.9,0.4
Byron Marshall (FA),RB,5,1.67,60.0,19,6.33,3,5.6,1.9
Anthony Sherman (FA),RB,6,0.38,66.67,0,0.0,16,5.1,0.3
James Develin (FA),RB,6,0.38,50.0,0,0.0,16,4.8,0.3
Lorenzo Taliaferro (FA),RB,3,1.0,100.0,1,0.33,3,4.0,1.3
Brandon Bolden (NE),RB,4,0.29,50.0,1,0.07,14,3.9,0.3
Isaiah Pead (FA),RB,1,0.33,100.0,8,2.67,3,3.8,1.3
D.J. Foster (FA),RB,2,0.67,50.0,7,2.33,3,3.6,1.2
Don Jackson (FA),RB,1,0.33,0.0,10,3.33,3,3.2,1.1
Jalston Fowler (FA),RB,2,0.12,50.0,1,0.06,16,2.7,0.2
Jay Prosch (FA),RB,1,0.07,100.0,4,0.27,15,2.5,0.2
Roosevelt Nix (FA),RB,2,0.2,100.0,0,0.0,10,2.5,0.3
Paul Lasike (FA),RB,1,0.1,100.0,3,0.3,10,2.1,0.2
Antonio Andrews (FA),RB,0,0.0,,2,0.12,16,1.5,0.1
Zach Line (FA),RB,3,0.2,0.0,7,0.47,15,1.5,0.1
Cedric Peerman (FA),RB,1,0.17,0.0,6,1.0,6,1.5,0.3
Joique Bell (FA),RB,1,0.14,100.0,3,0.43,7,1.4,0.2
Rod Smith (FA),RB,1,0.14,100.0,0,0.0,7,1.4,0.2
Chase Reynolds (FA),RB,1,0.06,100.0,0,0.0,16,1.4,0.1
Marcus Murphy (FA),RB,1,0.33,100.0,0,0.0,3,1.3,0.4
Stepfan Taylor (FA),RB,0,0.0,,4,0.27,15,1.2,0.1
Terrence Magee (FA),RB,0,0.0,,3,1.5,2,1.2,0.6
Keith Smith (ATL),RB,3,0.19,100.0,2,0.12,16,1.1,0.1
Tyler Ervin (FA),RB,5,0.42,60.0,1,0.08,12,1.1,0.1
Bronson Hill (FA),RB,1,0.33,0.0,2,0.67,3,1.1,0.4
Joe Banyard (FA),RB,0,0.0,,2,2.0,1,0.7,0.7
Stevan Ridley (FA),RB,0,0.0,,3,3.0,1,0.7,0.7
Daryl Richardson (FA),RB,0,0.0,,2,0.67,3,0.7,0.2
Raheem Mostert (SF),RB,0,0.0,,1,0.33,3,0.6,0.2
Khiry Robinson (FA),RB,0,0.0,,8,8.0,1,0.2,0.2
Will Tukuafu (FA),RB,1,0.14,0.0,2,0.29,7,0.2,0.0
Giovanni Ricci (CAR),RB,0,,,0,,0,0.0,0.0
Mikey Daniel (CAR),RB,0,,,0,,0,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Jonathan Ward (ARI),RB,0,,,0,,0,0.0,0.0
Cameron Scarlett (SEA),RB,0,,,0,,0,0.0,0.0
Reggie Gilliam (BUF),RB,0,,,0,,0,0.0,0.0
Antonio Williams (BUF),RB,0,,,0,,0,0.0,0.0
Chuba Hubbard (CAR),RB,0,,,0,,0,0.0,0.0
Deon Jackson (IND),RB,0,,,0,,0,0.0,0.0
Jaret Patterson (WAS),RB,0,,,0,,0,0.0,0.0
Jermar Jefferson (DET),RB,0,,,0,,0,0.0,0.0
Pooka Williams Jr. (CIN),RB,0,,,0,,0,0.0,0.0
Mekhi Sargent (LAR),RB,0,,,0,,0,0.0,0.0
Josh Hokit (SF),RB,0,,,0,,0,0.0,0.0
Demetric Felton (CLE),RB,0,,,0,,0,0.0,0.0
Trey Ragas (LV),RB,0,,,0,,0,0.0,0.0
Nathan Cottrell (JAC),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,,,0,,0,0.0,0.0
Gabe Nabers (LAC),RB,0,,,0,,0,0.0,0.0
Jake Bargas (MIN),RB,0,,,0,,0,0.0,0.0
Malcolm Perry (NE),RB,0,,,0,,0,0.0,0.0
Ty Johnson (NYJ),RB,0,,,0,,0,0.0,0.0
Ryquell Armstead (GB),RB,0,,,0,,0,0.0,0.0
Aca'Cedric Ware (TB),RB,0,,,0,,0,0.0,0.0
Qadree Ollison (ATL),RB,0,,,0,,0,0.0,0.0
Dexter Williams (CLE),RB,0,,,0,,0,0.0,0.0
Trevon Wesco (NYJ),RB,0,,,0,,0,0.0,0.0
Patrick Laird (MIA),RB,0,,,0,,0,0.0,0.0
Elijah Holyfield (CIN),RB,0,,,0,,0,0.0,0.0
Miles Sanders (PHI),RB,0,,,0,,0,0.0,0.0
Devin Singletary (BUF),RB,0,,,0,,0,0.0,0.0
Josh Jacobs (LV),RB,0,,,0,,0,0.0,0.0
Alec Ingold (LV),RB,0,,,0,,0,0.0,0.0
Jakob Johnson (NE),RB,0,,,0,,0,0.0,0.0
Sutton Smith (LV),RB,0,,,0,,0,0.0,0.0
Devine Ozigbo (JAC),RB,0,,,0,,0,0.0,0.0
Alexander Mattison (MIN),RB,0,,,0,,0,0.0,0.0
Darrell Henderson Jr. (LAR),RB,0,,,0,,0,0.0,0.0
Darwin Thompson (TB),RB,0,,,0,,0,0.0,0.0
Mike Weber (NYG),RB,0,,,0,,0,0.0,0.0
Damarea Crockett (DEN),RB,0,,,0,,0,0.0,0.0
Travis Homer (SEA),RB,0,,,0,,0,0.0,0.0
Benny Snell Jr. (PIT),RB,0,,,0,,0,0.0,0.0
Trayveon Williams (CIN),RB,0,,,0,,0,0.0,0.0
David Montgomery (CHI),RB,0,,,0,,0,0.0,0.0
Cullen Gillaspia (NYG),RB,0,,,0,,0,0.0,0.0
Reggie Bonnafon (CAR),RB,0,,,0,,0,0.0,0.0
Donnie Ernsberger (TEN),RB,0,,,0,,0,0.0,0.0
Mike Boone (DEN),RB,0,,,0,,0,0.0,0.0
Ryan Nall (CHI),RB,0,,,0,,0,0.0,0.0
Damien Harris (NE),RB,0,,,0,,0,0.0,0.0
Dalyn Dawkins (DET),RB,0,,,0,,0,0.0,0.0
Jeff Wilson Jr. (SF),RB,0,,,0,,0,0.0,0.0
Johnny Stanton (CLE),RB,0,,,0,,0,0.0,0.0
Dontrell Hilliard (TEN),RB,0,,,0,,0,0.0,0.0
Tony Pollard (DAL),RB,0,,,0,,0,0.0,0.0
Artavis Pierce (CHI),RB,0,,,0,,0,0.0,0.0
Patrick Taylor Jr. (GB),RB,0,,,0,,0,0.0,0.0
Larry Rountree III (LAC),RB,0,,,0,,0,0.0,0.0
DeeJay Dallas (SEA),RB,0,,,0,,0,0.0,0.0
Adrian Killins Jr. (DEN),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (LAC),RB,0,,,0,,0,0.0,0.0
Tony Jones Jr. (NO),RB,0,,,0,,0,0.0,0.0
Darius Anderson (IND),RB,0,,,0,,0,0.0,0.0
Salvon Ahmed (MIA),RB,0,,,0,,0,0.0,0.0
Joshua Kelley (LAC),RB,0,,,0,,0,0.0,0.0
J.J. Taylor (NE),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,,,0,,0,0.0,0.0
Sewo Olonilua (DAL),RB,0,,,0,,0,0.0,0.0
Jason Huntley (PHI),RB,0,,,0,,0,0.0,0.0
Rico Dowdle (DAL),RB,0,,,0,,0,0.0,0.0
Scottie Phillips (HOU),RB,0,,,0,,0,0.0,0.0
Ty'Son Williams (BAL),RB,0,,,0,,0,0.0,0.0
James Robinson (JAC),RB,0,,,0,,0,0.0,0.0
JaMycal Hasty (SF),RB,0,,,0,,0,0.0,0.0
Antonio Gibson (WAS),RB,0,,,0,,0,0.0,0.0
Trey Sermon (SF),RB,0,,,0,,0,0.0,0.0
Craig Reynolds (DET),RB,0,,,0,,0,0.0,0.0
Austin Walter (NYJ),RB,0,,,0,,0,0.0,0.0
Khari Blasingame (TEN),RB,0,,,0,,0,0.0,0.0
Andrew Beck (DEN),RB,0,,,0,,0,0.0,0.0
Darrynton Evans (TEN),RB,0,,,0,,0,0.0,0.0
Clyde Edwards-Helaire (KC),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,,,0,,0,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Anthony McFarland Jr. (PIT),RB,0,,,0,,0,0.0,0.0
Eno Benjamin (ARI),RB,0,,,0,,0,0.0,0.0
AJ Dillon (GB),RB,0,,,0,,0,0.0,0.0
Ke'Shawn Vaughn (TB),RB,0,,,0,,0,0.0,0.0
LeVante Bellamy (DEN),RB,0,,,0,,0,0.0,0.0
La'Mical Perine (NYJ),RB,0,,,0,,0,0.0,0.0
Kylin Hill (GB),RB,0,,,0,,0,0.0,0.0
D'Ernest Johnson (CLE),RB,0,,,0,,0,0.0,0.0
Najee Harris (PIT),RB,0,,,0,,0,0.0,0.0
Cam Akers (LAR),RB,0,,,0,,0,0.0,0.0
Zack Moss (BUF),RB,0,,,0,,0,0.0,0.0
J.K. Dobbins (BAL),RB,0,,,0,,0,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
Jonathan Taylor (IND),RB,0,,,0,,0,0.0,0.0
D'Andre Swift (DET),RB,0,,,0,,0,0.0,0.0
Derrick Gore (KC),RB,0,,,0,,0,0.0,0.0
Michael Carter (NYJ),RB,0,,,0,,0,0.0,0.0
Elijah Mitchell (SF),RB,0,,,0,,0,0.0,0.0
Chris Evans (CIN),RB,0,,,0,,0,0.0,0.0
Khalil Herbert (CHI),RB,0,,,0,,0,0.0,0.0
Javian Hawkins (TEN),RB,0,,,0,,0,0.0,0.0
Javonte Williams (DEN),RB,0,,,0,,0,0.0,0.0
Rhamondre Stevenson (NE),RB,0,,,0,,0,0.0,0.0
Kene Nwangwu (MIN),RB,0,,,0,,0,0.0,0.0
Kenneth Gainwell (PHI),RB,0,,,0,,0,0.0,0.0
Gary Brightwell (NYG),RB,0,,,0,,0,0.0,0.0
Gerrid Doaks (MIA),RB,0,,,0,,0,0.0,0.0
Mason Stokke (CAR),RB,0,,,0,,0,0.0,0.0
Spencer Brown (CAR),RB,0,,,0,,0,0.0,0.0
JaQuan Hardy (DAL),RB,0,,,0,,0,0.0,0.0
Jake Funk (LAR),RB,0,,,0,,0,0.0,0.0
Tory Carter (TEN),RB,0,,,0,,0,0.0,0.0
A.J. Rose Jr. (MIN),RB,0,,,0,,0,0.0,0.0
Nate McCrary (BAL),RB,0,,,0,,0,0.0,0.0
Josh Johnson (SEA),RB,0,,,0,,0,0.0,0.0
Tre Harbison (CLE),RB,0,,,0,,0,0.0,0.0
Jay Finley (CIN),RB,0,,,0,,0,0.0,0.0
Shane Bannon (KC),RB,0,,,0,,0,0.0,0.0
Chad Spann (HOU),RB,0,,,0,,0,0.0,0.0
Nick Bellore (SEA),RB,0,0.0,,0,0.0,14,0.0,0.0
Isaac Odim (LAC),RB,0,,,0,,0,0.0,0.0
Garrett Mills (NE),RB,0,,,0,,0,0.0,0.0
Andre Anderson (BUF),RB,0,,,0,,0,0.0,0.0
Cordarrelle Patterson (ATL),RB,70,4.38,74.29,7,0.44,16,0.0,0.0
Cory Harkey (FA),RB,0,0.0,,0,0.0,12,0.0,0.0
Tommy Bohanon (BAL),RB,0,,,0,,0,0.0,0.0
Kenny Irons (CIN),RB,0,,,0,,0,0.0,0.0
Javarris Williams (HOU),RB,0,,,0,,0,0.0,0.0
Anthony Alridge (WAS),RB,0,,,0,,0,0.0,0.0
Dantrell Savage (CAR),RB,0,,,0,,0,0.0,0.0
Chad Simpson (WAS),RB,0,,,0,,0,0.0,0.0
Samkon Gado (TEN),RB,0,,,0,,0,0.0,0.0
Xavier Omon (SF),RB,0,,,0,,0,0.0,0.0
Mike Bell (BUF),RB,0,,,0,,0,0.0,0.0
Matt Lawrence (BAL),RB,0,,,0,,0,0.0,0.0
Marcus Mason (LAC),RB,0,,,0,,0,0.0,0.0
Marcus Mailei (NO),RB,0,,,0,,0,0.0,0.0
Madison Hedgecock (NYG),RB,0,,,0,,0,0.0,0.0
Austin Ekeler (LAC),RB,0,,,0,,0,0.0,0.0
Elijah McGuire (KC),RB,0,,,0,,0,0.0,0.0
Tarik Cohen (CHI),RB,0,,,0,,0,0.0,0.0
Brian Hill (CLE),RB,0,,,0,,0,0.0,0.0
James Conner (ARI),RB,0,,,0,,0,0.0,0.0
Corey Clement (DAL),RB,0,,,0,,0,0.0,0.0
Jeremy McNichols (TEN),RB,0,,,0,,0,0.0,0.0
Marlon Mack (IND),RB,0,,,0,,0,0.0,0.0
Kareem Hunt (CLE),RB,0,,,0,,0,0.0,0.0
Jamaal Williams (DET),RB,0,,,0,,0,0.0,0.0
Wayne Gallman Jr. (ATL),RB,0,,,0,,0,0.0,0.0
Chris Carson (SEA),RB,0,,,0,,0,0.0,0.0
Alex Armah Jr. (NO),RB,0,,,0,,0,0.0,0.0
Aaron Jones (GB),RB,0,,,0,,0,0.0,0.0
Khalfani Muhammad (ARI),RB,0,,,0,,0,0.0,0.0
Samaje Perine (CIN),RB,0,,,0,,0,0.0,0.0
Alvin Kamara (NO),RB,0,,,0,,0,0.0,0.0
J.P. Holtz (CHI),RB,0,,,0,,0,0.0,0.0
Bralon Addison (FA),RB,1,0.5,100.0,1,0.5,2,0.0,0.0
Lawrence Thomas (FA),RB,0,0.0,,0,0.0,3,0.0,0.0
Joe Kerridge (FA),RB,0,0.0,,1,0.12,8,0.0,0.0
Joe Mixon (CIN),RB,0,,,0,,0,0.0,0.0
Tani Tupou (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
D'Onta Foreman (TEN),RB,0,,,0,,0,0.0,0.0
Christian McCaffrey (CAR),RB,0,,,0,,0,0.0,0.0
Leonard Fournette (TB),RB,0,,,0,,0,0.0,0.0
Dalvin Cook (MIN),RB,0,,,0,,0,0.0,0.0
Brandin Bryant (BUF),RB,0,,,0,,0,0.0,0.0
Elijhaa Penny (NYG),RB,0,,,0,,0,0.0,0.0
J.D. McKissic (WAS),RB,2,2.0,100.0,1,1.0,1,0.0,0.0
C.J. Ham (MIN),RB,0,,,0,,0,0.0,0.0
Bo Scarbrough (LV),RB,0,,,0,,0,0.0,0.0
Godwin Igwebuike (DET),RB,0,,,0,,0,0.0,0.0
Sony Michel (LAR),RB,0,,,0,,0,0.0,0.0
Rashaad Penny (SEA),RB,0,,,0,,0,0.0,0.0
John Kelly (CLE),RB,0,,,0,,0,0.0,0.0
Justin Jackson (LAC),RB,0,,,0,,0,0.0,0.0
Nyheim Hines (IND),RB,0,,,0,,0,0.0,0.0
Jason Cabinda (DET),RB,0,,,0,,0,0.0,0.0
Jaylen Samuels (HOU),RB,0,,,0,,0,0.0,0.0
Myles Gaskin (MIA),RB,0,,,0,,0,0.0,0.0
Gus Edwards (BAL),RB,0,,,0,,0,0.0,0.0
Buddy Howell (LAR),RB,0,,,0,,0,0.0,0.0
Boston Scott (PHI),RB,0,,,0,,0,0.0,0.0
Nick Bawden (NYJ),RB,0,,,0,,0,0.0,0.0
Trenton Cannon (SF),RB,0,,,0,,0,0.0,0.0
Darrel Williams (KC),RB,0,,,0,,0,0.0,0.0
Phillip Lindsay (HOU),RB,0,,,0,,0,0.0,0.0
Jordan Wilkins (JAC),RB,0,,,0,,0,0.0,0.0
Chase Edmonds (ARI),RB,0,,,0,,0,0.0,0.0
Kalen Ballage (PIT),RB,0,,,0,,0,0.0,0.0
Josh Adams (NO),RB,0,,,0,,0,0.0,0.0
Taquan Mizzell (NYG),RB,0,,,0,,0,0.0,0.0
Matt Breida (BUF),RB,0,,,0,,0,0.0,0.0
Dare Ogunbowale (JAC),RB,0,,,0,,0,0.0,0.0
Nick Chubb (CLE),RB,0,,,0,,0,0.0,0.0
Royce Freeman (HOU),RB,0,,,0,,0,0.0,0.0
Ronald Jones II (TB),RB,0,,,0,,0,0.0,0.0
Saquon Barkley (NYG),RB,0,,,0,,0,0.0,0.0
Trey Edmunds (PIT),RB,0,,,0,,0,0.0,0.0
Patrick Ricard (BAL),RB,0,,,0,,0,0.0,0.0
Aaron Green (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Ryan Hewitt (FA),RB,3,0.19,66.67,0,0.0,16,0.0,0.0
Austin Johnson (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Willie Carter (CHI),RB,0,,,0,,0,0.0,0.0
Carlin Isles (DET),RB,0,,,0,,0,0.0,0.0
Tim Flanders (NO),RB,0,,,0,,0,0.0,0.0
Julian Howsare (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Taiwan Jones (FA),RB,0,0.0,,0,0.0,3,0.0,0.0
Russell Hansbrough (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Darius Jackson (HOU),RB,0,,,0,,0,0.0,0.0
Glenn Gronkowski (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Brennan Clay (DEN),RB,0,,,0,,0,0.0,0.0
Michael Burton (KC),RB,1,0.07,0.0,0,0.0,15,0.0,0.0
