PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Saquon Barkley (NYG),RB,121,7.56,75.21,261,16.31,16,385.8,24.1
Christian McCaffrey (CAR),RB,124,7.75,86.29,219,13.69,16,385.5,24.1
Todd Gurley II (FA),RB,81,5.79,72.84,256,18.29,14,372.1,26.6
Alvin Kamara (NO),RB,105,7.0,77.14,194,12.93,15,354.2,23.6
Ezekiel Elliott (DAL),RB,95,6.33,81.05,304,20.27,15,329.2,21.9
James Conner (ARI),RB,71,5.46,77.46,215,16.54,13,280.0,21.5
James White (NE),RB,123,7.69,70.73,94,5.88,16,276.6,17.3
Melvin Gordon III (DEN),RB,66,5.5,75.76,175,14.58,12,275.5,23.0
David Johnson (HOU),RB,76,4.75,65.79,258,16.12,16,246.7,15.4
Joe Mixon (CIN),RB,55,3.93,78.18,237,16.93,14,243.4,17.4
Tarik Cohen (CHI),RB,90,5.62,78.89,99,6.19,16,233.9,14.6
Kareem Hunt (CLE),RB,35,3.18,74.29,181,16.45,11,230.2,20.9
Phillip Lindsay (HOU),RB,47,3.13,74.47,192,12.8,15,222.8,14.9
Kenyan Drake (LV),RB,73,4.56,72.6,120,7.5,16,206.2,12.9
Chris Carson (SEA),RB,24,1.71,83.33,247,17.64,14,201.4,14.4
Derrick Henry (TEN),RB,18,1.12,83.33,215,13.44,16,201.3,12.6
Nick Chubb (CLE),RB,29,1.81,68.97,192,12.0,16,194.5,12.2
Tevin Coleman (NYJ),RB,44,2.75,72.73,167,10.44,16,193.6,12.1
Adrian Peterson (TEN),RB,26,1.62,76.92,251,15.69,16,189.0,11.8
Jordan Howard (PHI),RB,27,1.69,74.07,250,15.62,16,180.0,11.3
Marlon Mack (IND),RB,26,2.17,65.38,195,16.25,12,178.1,14.8
T.J. Yeldon (FA),RB,77,5.5,71.43,104,7.43,14,173.1,12.4
Lamar Miller (NO),RB,35,2.5,71.43,210,15.0,14,172.6,12.3
Aaron Jones (GB),RB,35,2.92,74.29,133,11.08,12,171.5,14.3
Austin Ekeler (LAC),RB,53,3.79,73.58,106,7.57,14,168.8,12.1
Matt Breida (BUF),RB,31,2.21,87.1,153,10.93,14,162.5,11.6
Nyheim Hines (IND),RB,81,5.06,77.78,85,5.31,16,160.9,10.1
Dion Lewis (FA),RB,67,4.19,88.06,155,9.69,16,160.7,10.0
Jalen Richard (LV),RB,81,5.06,83.95,55,3.44,16,156.6,9.8
Dalvin Cook (MIN),RB,49,4.45,81.63,133,12.09,11,152.0,13.8
Peyton Barber (LV),RB,29,1.81,68.97,234,14.62,16,150.3,9.4
Mark Ingram II (NO),RB,27,2.25,77.78,138,11.5,12,142.5,11.9
Isaiah Crowell (FA),RB,28,2.15,75.0,143,11.0,13,140.7,10.8
Kerryon Johnson (FA),RB,39,3.9,82.05,118,11.8,10,139.4,13.9
Sony Michel (LAR),RB,11,0.85,63.64,209,16.08,13,139.1,10.7
Mike Davis (ATL),RB,42,2.8,80.95,112,7.47,15,136.8,9.1
Duke Johnson Jr. (MIA),RB,62,3.88,75.81,40,2.5,16,132.0,8.3
Latavius Murray (BAL),RB,26,1.62,84.62,140,8.75,16,131.9,8.2
LeSean McCoy (FA),RB,46,3.29,73.91,161,11.5,14,127.2,9.1
Leonard Fournette (TB),RB,26,3.25,84.62,133,16.62,8,120.4,15.1
Doug Martin (FA),RB,24,1.5,75.0,172,10.75,16,119.9,7.5
Wendell Smallwood (WAS),RB,35,2.19,80.0,87,5.44,16,117.4,7.3
Theo Riddick (LV),RB,75,5.36,81.33,40,2.86,14,116.5,8.3
Jamaal Williams (DET),RB,41,2.56,65.85,121,7.56,16,114.4,7.2
Alex Collins (SEA),RB,21,2.1,71.43,114,11.4,10,108.6,10.9
Frank Gore (FA),RB,16,1.14,75.0,156,11.14,14,102.6,7.3
Royce Freeman (HOU),RB,20,1.43,70.0,130,9.29,14,101.3,7.2
Damien Williams (CHI),RB,24,1.5,95.83,50,3.12,16,98.6,6.2
Carlos Hyde (JAC),RB,16,1.14,62.5,172,12.29,14,98.4,7.0
Ito Smith (FA),RB,32,2.29,84.38,90,6.43,14,97.7,7.0
Alfred Blue (FA),RB,27,1.69,74.07,150,9.38,16,97.3,6.1
Giovani Bernard (TB),RB,48,4.0,72.92,56,4.67,12,95.9,8.0
Javorius Allen (FA),RB,43,3.07,81.4,41,2.93,14,93.6,6.7
Chris Thompson (FA),RB,55,5.5,74.55,43,4.3,10,91.6,9.2
Gus Edwards (BAL),RB,2,0.18,100.0,137,12.45,11,89.8,8.2
Jaylen Samuels (HOU),RB,29,2.07,89.66,56,4.0,14,87.8,6.3
