PLAYER,POS,TGT,TGT/G,COMPLETION %,RUSHING ATT,RA/G,G,FPTS,FPTS/G
Joshua Kelley (LAC),RB,6,0.75,83.33,33,4.12,8,17.0,2.1
Larry Rountree III (LAC),RB,2,0.2,50.0,36,3.6,10,15.6,1.6
Michael Burton (KC),RB,3,0.3,100.0,8,0.8,10,14.7,1.5
Wayne Gallman Jr. (MIN),RB,3,0.33,33.33,28,3.11,9,13.5,1.5
Benny Snell Jr. (PIT),RB,4,0.25,50.0,36,2.25,16,13.1,0.8
Marlon Mack (IND),RB,5,0.83,40.0,28,4.67,6,12.9,2.2
Ryquell Armstead (JAC),RB,4,2.0,75.0,15,7.5,2,12.6,6.3
Andy Janovich (CLE),RB,4,0.67,75.0,2,0.33,6,11.9,2.0
Rodney Smith (FA),RB,5,5.0,100.0,0,0.0,1,9.8,9.8
Jonathan Ward (ARI),RB,4,0.44,75.0,9,1.0,9,9.7,1.1
Johnny Stanton (CLE),RB,2,0.67,100.0,3,1.0,3,9.2,3.1
Alex Armah Jr. (WAS),RB,1,0.1,100.0,5,0.5,10,9.2,0.9
Deon Jackson (IND),RB,0,0.0,,13,2.6,5,9.1,1.8
JaQuan Hardy (DAL),RB,0,0.0,,4,2.0,2,8.9,4.5
Wendell Smallwood (FA),RB,5,2.5,80.0,5,2.5,2,8.7,4.4
Jakob Johnson (NE),RB,5,0.71,80.0,0,0.0,7,8.3,1.2
Mike Boone (DEN),RB,2,0.67,100.0,4,1.33,3,7.7,2.6
Trayveon Williams (CIN),RB,2,0.5,50.0,15,3.75,4,6.5,1.6
Kalen Ballage (PIT),RB,7,0.78,28.57,12,1.33,9,6.4,0.7
Ito Smith (FA),RB,0,0.0,,1,1.0,1,6.4,6.4
Reggie Gilliam (BUF),RB,5,0.62,60.0,3,0.38,8,5.6,0.7
Gabe Nabers (LAC),RB,3,0.43,100.0,3,0.43,7,5.5,0.8
Jaylen Samuels (ARI),RB,4,1.33,75.0,5,1.67,3,5.3,1.8
Adam Prentice (NO),RB,3,0.6,100.0,3,0.6,5,5.1,1.0
Patrick Laird (MIA),RB,3,1.0,100.0,1,0.33,3,5.1,1.7
Jason Huntley (PHI),RB,1,1.0,0.0,13,13.0,1,5.1,5.1
Dwayne Washington (NO),RB,2,0.25,100.0,4,0.5,8,4.8,0.6
Derek Watt (PIT),RB,3,0.27,100.0,1,0.09,11,4.6,0.4
Cam Akers (LAR),RB,3,1.5,100.0,5,2.5,2,4.3,2.2
Scottie Phillips (HOU),RB,3,1.0,66.67,6,2.0,3,4.2,1.4
Kylin Hill (GB),RB,2,0.25,50.0,10,1.25,8,3.9,0.5
Darrynton Evans (CHI),RB,2,1.0,100.0,2,1.0,2,3.8,1.9
Reggie Bonnafon (WAS),RB,2,2.0,100.0,1,1.0,1,3.6,3.6
Trey Ragas (LV),RB,2,2.0,100.0,1,1.0,1,3.5,3.5
La'Mical Perine (NYJ),RB,0,0.0,,8,4.0,2,3.1,1.6
Nick Bawden (NYJ),RB,1,1.0,100.0,0,0.0,1,3.0,3.0
Anthony McFarland Jr. (PIT),RB,1,0.33,100.0,3,1.0,3,2.4,0.8
Gary Brightwell (NYG),RB,1,0.14,100.0,1,0.14,7,2.0,0.3
Raheem Mostert (SF),RB,0,0.0,,2,2.0,1,2.0,2.0
Ryan Nall (CHI),RB,1,0.2,100.0,1,0.2,5,1.8,0.4
Devine Ozigbo (NE),RB,1,0.5,100.0,1,0.5,2,1.4,0.7
John Kelly (CLE),RB,0,0.0,,2,2.0,1,1.3,1.3
Jacques Patrick (FA),RB,0,0.0,,2,2.0,1,1.2,1.2
Mekhi Sargent (JAC),RB,1,0.2,0.0,5,1.0,5,1.1,0.2
Buddy Howell (LAR),RB,0,0.0,,5,1.0,5,1.1,0.2
Khari Blasingame (TEN),RB,2,0.4,100.0,3,0.6,5,1.0,0.2
Damarea Crockett (DEN),RB,0,0.0,,3,3.0,1,0.7,0.7
Jake Funk (LAR),RB,0,0.0,,2,0.4,5,0.5,0.1
Nathan Cottrell (JAC),RB,0,0.0,,1,0.33,3,0.3,0.1
Antonio Williams (NYG),RB,0,,,0,,0,0.0,0.0
Giovanni Ricci (CAR),RB,2,0.22,0.0,0,0.0,9,0.0,0.0
Pooka Williams Jr. (CIN),RB,0,0.0,,0,0.0,1,0.0,0.0
Pete Guerriero (PIT),RB,0,,,0,,0,0.0,0.0
Jake Bargas (MIN),RB,0,,,0,,0,0.0,0.0
Josh Hokit (SF),RB,0,,,0,,0,0.0,0.0
Sandro Platzgummer (NYG),RB,0,0.0,,0,0.0,3,0.0,0.0
LeVante Bellamy (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Dalyn Dawkins (DET),RB,0,,,0,,0,0.0,0.0
Gus Edwards (BAL),RB,0,,,0,,0,0.0,0.0
Justice Hill (BAL),RB,0,,,0,,0,0.0,0.0
Elijah Holyfield (CIN),RB,0,,,0,,0,0.0,0.0
Dexter Williams (CLE),RB,0,,,0,,0,0.0,0.0
Aca'Cedric Ware (TB),RB,0,,,0,,0,0.0,0.0
Trevon Wesco (NYJ),RB,5,0.62,60.0,0,0.0,8,0.0,0.0
Mike Weber (NYG),RB,0,,,0,,0,0.0,0.0
Darwin Thompson (SEA),RB,0,0.0,,0,0.0,2,0.0,0.0
Caleb Huntley (ATL),RB,0,,,0,,0,0.0,0.0
Michael Warren II (DET),RB,0,,,0,,0,0.0,0.0
Javon Leake (DET),RB,0,,,0,,0,0.0,0.0
Tavien Feaster (ARI),RB,0,,,0,,0,0.0,0.0
Darius Anderson (HOU),RB,0,,,0,,0,0.0,0.0
Darius Bradwell (CAR),RB,1,0.5,0.0,0,0.0,2,0.0,0.0
Adrian Killins Jr. (DEN),RB,0,,,0,,0,0.0,0.0
J.K. Dobbins (BAL),RB,0,0.0,,0,0.0,1,0.0,0.0
Artavis Pierce (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Raymond Calais (LAR),RB,0,,,0,,0,0.0,0.0
Rico Dowdle (DAL),RB,0,,,0,,0,0.0,0.0
Sewo Olonilua (DAL),RB,0,0.0,,0,0.0,1,0.0,0.0
Sutton Smith (LV),RB,0,0.0,,0,0.0,1,0.0,0.0
Cullen Gillaspia (NYG),RB,0,0.0,,0,0.0,4,0.0,0.0
Andrew Beck (DEN),RB,0,0.0,,0,0.0,1,0.0,0.0
John Lovett (MIA),RB,0,,,0,,0,0.0,0.0
Travis Etienne Jr. (JAC),RB,0,,,0,,0,0.0,0.0
Javian Hawkins (TEN),RB,0,,,0,,0,0.0,0.0
Josh Johnson (SEA),RB,0,0.0,,0,0.0,1,0.0,0.0
Tre Harbison III (CLE),RB,0,,,0,,0,0.0,0.0
B.J. Emmons (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Nick Ralston (DAL),RB,0,0.0,,0,0.0,1,0.0,0.0
A.J. Rose Jr. (MIN),RB,0,,,0,,0,0.0,0.0
Tory Carter (TEN),RB,1,0.2,0.0,0,0.0,5,0.0,0.0
Gerrid Doaks (MIA),RB,0,0.0,,0,0.0,4,0.0,0.0
Mason Stokke (CAR),RB,0,,,0,,0,0.0,0.0
Spencer Brown (CAR),RB,0,0.0,,0,0.0,1,0.0,0.0
Jordan Wilkins (FA),RB,0,0.0,,0,0.0,2,0.0,0.0
Taiwan Jones (BUF),RB,0,0.0,,0,0.0,7,0.0,0.0
Nick Bellore (SEA),RB,1,0.1,100.0,0,0.0,10,0.0,0.0
Isaac Odim (LAC),RB,0,,,0,,0,0.0,0.0
Chad Spann (HOU),RB,0,,,0,,0,0.0,0.0
Shane Bannon (KC),RB,0,,,0,,0,0.0,0.0
Jay Finley (CIN),RB,0,,,0,,0,0.0,0.0
Andre Anderson (BUF),RB,0,,,0,,0,0.0,0.0
Garrett Mills (NE),RB,0,,,0,,0,0.0,0.0
Jamize Olawale (DAL),RB,0,,,0,,0,0.0,0.0
Alfred Morris (NYG),RB,0,,,0,,0,0.0,0.0
Kenny Irons (CIN),RB,0,,,0,,0,0.0,0.0
Anthony Alridge (WAS),RB,0,,,0,,0,0.0,0.0
Dantrell Savage (CAR),RB,0,,,0,,0,0.0,0.0
Chad Simpson (WAS),RB,0,,,0,,0,0.0,0.0
Xavier Omon (SF),RB,0,,,0,,0,0.0,0.0
Samkon Gado (TEN),RB,0,,,0,,0,0.0,0.0
Matt Lawrence (BAL),RB,0,,,0,,0,0.0,0.0
Mike Bell (BUF),RB,0,,,0,,0,0.0,0.0
Marcus Mason (LAC),RB,0,,,0,,0,0.0,0.0
Marcus Mailei (NO),RB,0,,,0,,0,0.0,0.0
Madison Hedgecock (NYG),RB,0,,,0,,0,0.0,0.0
J.P. Holtz (CHI),RB,0,0.0,,0,0.0,5,0.0,0.0
Jason Cabinda (DET),RB,7,0.7,57.14,3,0.3,10,0.0,0.0
Bo Scarbrough (LV),RB,0,,,0,,0,0.0,0.0
Josh Adams (NO),RB,0,,,0,,0,0.0,0.0
Trey Edmunds (PIT),RB,0,0.0,,0,0.0,1,0.0,0.0
Taquan Mizzell (NYG),RB,0,,,0,,0,0.0,0.0
Tarik Cohen (FA),RB,0,0.0,,0,0.0,1,0.0,0.0
Brian Hill (SF),RB,0,0.0,,0,0.0,1,0.0,0.0
Brandin Bryant (BUF),RB,0,0.0,,0,0.0,3,0.0,0.0
Elijah McGuire (FA),RB,0,0.0,,0,0.0,3,0.0,0.0
Willie Carter (CHI),RB,0,,,0,,0,0.0,0.0
Tim Flanders (NO),RB,0,,,0,,0,0.0,0.0
Kenjon Barner (TB),RB,0,0.0,,4,1.33,3,0.0,0.0
Carlin Isles (DET),RB,0,,,0,,0,0.0,0.0
Brennan Clay (DEN),RB,0,,,0,,0,0.0,0.0
Nate McCrary (BAL),RB,0,0.0,,1,1.0,1,-0.1,-0.1
Trenton Cannon (SF),RB,0,0.0,,3,0.3,10,-1.6,-0.2
